class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
p;7.02;x;h;n;f;p;c;p;8.51;26.78;c;s;n;f;f;f;f;w;d;a
p;8.26;s;t;p;t;d;c;p;7.64;16.04;b;h;p;u;e;t;f;u;d;u
p;4.98;f;h;u;f;a;c;w;4.67;8.64;b;s;w;u;e;f;f;y;d;a
e;4.22;x;h;n;f;a;c;n;6.58;6.92;e;s;w;u;w;f;f;k;d;u
p;3.95;f;d;u;f;a;c;w;4.48;8.79;b;h;y;u;w;f;f;y;d;a
p;11.6;s;d;n;f;d;c;y;5.98;35.24;s;k;n;u;l;f;f;w;d;a
p;12.45;x;h;y;f;s;c;p;7.48;17.28;c;i;n;u;y;f;f;y;d;u
p;3.95;o;h;w;f;f;f;f;6.06;30.86;c;g;w;p;y;t;f;g;p;a
e;4.53;x;h;w;f;d;c;r;6.32;7.25;c;l;w;f;f;f;f;u;d;a
p;5.38;x;e;e;f;a;c;y;8.13;9.6;b;y;e;p;w;t;z;w;d;a
p;5.9;x;d;g;f;d;c;w;4.78;9.07;b;d;n;p;e;f;f;u;l;w
e;10.64;s;t;w;t;d;c;o;5.88;17.74;b;s;w;p;e;f;f;g;d;u
p;3.79;x;d;e;f;x;c;w;4.51;6.56;e;s;w;p;y;f;f;n;d;u
p;2.65;c;y;w;f;a;c;w;3.34;3.51;b;i;w;u;y;f;f;y;d;u
p;4.88;f;k;n;f;p;c;n;2.6;4.19;s;k;n;p;g;t;f;w;d;u
e;4.03;o;l;n;f;f;f;f;4.04;39.08;s;g;n;p;w;f;f;g;d;u
p;8.33;s;h;n;t;d;c;w;4.64;13.57;b;t;r;p;u;f;f;u;d;u
p;4.08;f;k;n;f;p;c;n;2.97;4.12;s;k;n;p;g;t;f;w;d;u
p;3.21;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;u
p;4.15;b;t;n;f;a;c;n;7.59;5.48;s;d;w;p;w;t;r;k;g;u
p;10.49;x;t;n;f;a;d;w;10.75;27.5;b;y;w;u;u;f;f;w;d;a
p;3.86;f;s;w;f;x;c;p;8.13;3.74;u;d;n;u;f;f;f;r;d;u
e;16.6;s;t;n;f;a;d;y;6.66;24.34;b;s;w;u;w;f;f;w;d;u
e;4.46;f;y;n;f;s;c;w;4.54;6.99;c;s;w;u;k;f;f;e;d;u
e;16.3;x;d;e;f;p;c;n;14.6;35.96;s;y;w;u;u;f;f;o;d;u
e;3.96;x;d;y;f;a;c;y;3.29;8.56;e;g;w;f;f;f;f;w;d;u
e;11.5;f;y;n;f;d;c;w;8.16;26.91;b;y;n;u;w;t;e;u;d;a
e;9.38;f;d;w;f;s;c;w;8.72;34.6;s;g;w;u;y;f;f;u;d;s
p;8.87;x;y;w;t;e;c;n;9.52;16.94;s;g;w;p;w;t;l;l;g;u
p;3.75;c;i;y;f;x;c;n;6.07;7.05;u;i;w;p;w;f;f;n;d;u
e;6.38;f;h;o;f;a;d;w;8.59;5.98;b;s;o;p;e;f;f;w;d;a
p;6.35;x;t;n;f;x;c;y;4.55;12.91;b;l;y;u;w;f;f;u;d;a
p;0.63;x;g;e;f;a;c;n;3.45;0.86;s;h;k;p;w;f;f;w;d;a
e;4.88;f;g;n;f;a;d;g;5.54;3.62;c;s;n;f;f;f;f;w;d;u
p;2.85;o;d;k;f;f;f;f;2.72;11.19;s;g;g;p;l;f;f;g;d;a
p;9.66;x;i;n;f;a;c;n;10.76;15.89;s;i;n;u;n;f;f;w;d;a
e;13.82;p;t;n;f;p;c;w;14.26;55.75;b;y;n;p;e;f;f;r;d;a
p;14.56;s;t;n;t;d;c;n;5.21;26.61;b;l;n;p;r;f;f;r;l;u
e;1.82;s;y;n;f;d;d;p;5.49;3.09;c;i;n;f;f;f;f;e;h;u
p;7.9;s;h;g;t;d;c;g;4.59;13.17;b;t;g;p;u;f;f;g;d;a
p;7.82;f;k;r;f;x;c;y;6.36;12.28;b;d;w;u;e;f;f;w;d;a
p;20.19;f;d;k;f;p;c;y;5.52;43.59;s;g;n;u;y;f;f;u;d;w
p;4.24;b;w;u;f;a;c;u;5.87;7.08;b;s;u;u;u;f;f;w;d;a
p;4.56;s;l;u;f;a;c;w;4.63;7.18;b;d;y;u;w;f;f;w;d;a
p;5.64;s;d;e;t;d;c;y;5.3;7.09;b;g;n;p;u;f;f;g;d;a
e;16.48;s;t;k;f;a;d;k;6.18;22.01;c;d;w;f;f;f;f;w;d;w
e;7.93;s;h;g;f;s;c;b;8.21;20.82;b;i;b;p;r;f;f;p;l;w
p;5.53;x;s;n;f;s;c;n;5.25;7.16;b;y;n;u;y;f;f;e;d;a
p;4.48;x;t;o;f;a;c;y;5.68;6.75;c;g;o;p;o;f;f;r;g;a
p;2.72;f;t;p;f;a;c;y;4.86;5.58;c;t;y;u;f;f;f;w;m;u
p;0.72;x;g;y;f;a;c;y;3.6;0.82;b;g;w;f;f;f;f;n;d;a
p;12.25;f;l;n;f;e;c;w;11.3;15.17;b;i;w;u;w;t;e;w;d;a
p;2.81;f;w;u;f;a;c;u;4.84;5.57;b;s;u;u;e;f;f;y;l;u
e;7.76;f;h;n;f;s;c;y;9.55;13.02;s;t;o;f;f;f;f;u;d;a
e;4.03;x;d;n;f;p;c;n;5.58;11.99;c;y;n;u;f;f;f;w;d;a
e;5.11;f;h;y;f;x;c;u;6.88;3.96;e;d;w;f;f;f;f;e;d;u
p;1.55;p;t;n;f;a;c;g;6.22;2.41;s;t;y;p;w;t;e;k;m;u
e;18.41;x;d;e;f;p;c;n;15.32;34.49;s;y;w;u;u;f;f;o;d;a
e;14.75;f;s;l;f;s;c;b;8.4;22.11;b;g;b;p;r;f;f;p;l;a
e;7.02;x;h;n;f;p;d;y;6.12;11.62;c;s;n;f;f;f;f;e;d;a
e;3.64;s;w;y;f;f;f;f;6.14;7.24;c;d;y;p;l;f;f;b;d;a
p;5.04;o;s;o;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;w
p;0.58;x;g;e;f;a;c;n;3.65;0.96;s;s;k;p;w;f;f;w;d;w
e;6.82;x;t;n;f;a;d;n;5.86;4.96;c;t;g;p;w;t;l;w;d;u
p;3.04;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;u
p;7.55;p;y;n;f;p;c;p;10.2;32.42;c;i;n;f;f;f;f;w;d;u
p;15.16;x;g;o;f;e;c;w;17.94;17.35;s;y;w;u;w;t;r;e;d;a
p;2.37;o;t;w;f;d;c;w;0.0;0.0;f;f;f;p;b;f;f;n;d;u
e;11.32;f;g;n;t;d;c;w;10.51;15.09;b;w;w;u;w;t;r;u;d;a
p;8.6;x;y;w;t;d;c;w;8.57;15.64;s;s;w;p;w;t;l;e;g;a
p;3.34;f;s;w;f;d;c;w;3.41;7.64;b;y;w;u;e;f;f;e;g;a
e;7.16;x;h;g;f;a;d;n;6.23;5.16;s;t;w;p;e;t;l;w;d;u
e;7.82;x;h;y;t;x;c;y;7.81;15.72;b;d;w;u;w;f;f;e;d;a
p;3.64;b;t;n;f;a;c;n;10.22;5.84;s;y;w;p;w;t;r;k;g;w
p;5.89;f;k;n;f;p;d;n;4.02;6.69;s;k;n;p;g;t;f;o;d;u
e;9.82;x;s;u;f;a;c;w;4.84;15.55;b;g;w;u;e;f;f;e;d;a
e;9.07;f;s;k;f;a;c;w;5.21;14.6;b;i;w;u;u;f;f;e;d;a
e;3.88;f;t;o;f;a;d;w;5.74;4.5;c;k;o;u;f;f;f;w;d;w
p;3.88;f;t;n;f;x;c;p;5.55;3.98;e;i;n;p;y;f;f;n;d;a
p;7.0;f;d;e;t;d;c;w;5.79;8.88;b;y;n;p;u;f;f;n;d;a
e;3.13;x;h;y;f;a;c;o;2.83;8.64;b;h;w;u;y;f;f;e;d;u
e;5.36;f;t;o;f;a;d;w;7.84;6.03;u;s;n;f;f;f;f;w;d;s
e;1.17;f;g;e;t;a;c;p;4.82;1.02;c;s;n;p;l;f;f;u;d;u
e;4.37;s;l;n;f;f;f;f;6.95;42.09;s;h;n;p;l;f;f;g;d;u
e;3.27;x;k;n;f;p;c;e;4.35;9.43;c;h;y;f;f;f;f;e;d;a
e;5.72;x;y;n;f;e;c;p;5.29;10.51;c;y;n;f;f;f;f;p;d;u
p;7.7;f;t;e;f;x;d;w;5.62;17.99;b;d;w;u;e;f;f;w;d;u
p;6.61;x;d;n;f;p;c;w;8.29;23.03;c;g;n;f;f;f;f;w;d;a
p;5.65;x;d;n;t;d;c;n;6.42;7.71;b;y;n;p;u;f;f;g;d;a
p;4.48;b;t;n;f;a;c;n;6.37;4.85;s;s;w;p;w;t;r;k;g;a
p;4.41;x;t;o;f;a;c;y;5.65;6.82;c;g;o;p;o;f;f;r;g;a
e;7.52;s;h;n;f;s;c;g;6.52;20.08;b;i;u;p;r;f;f;p;g;w
p;1.96;b;g;y;f;x;c;n;5.44;3.09;c;d;n;f;f;f;f;n;m;u
p;8.28;x;h;r;f;d;c;w;10.68;13.68;b;i;w;u;w;t;r;w;d;a
p;0.71;x;g;y;f;x;c;y;3.76;0.75;b;i;y;f;f;f;f;n;d;a
p;4.69;x;e;e;f;a;c;w;8.73;9.72;b;g;y;p;w;t;z;w;d;a
e;3.19;x;h;b;f;d;d;w;5.92;5.19;c;k;w;f;f;f;f;w;d;w
p;2.44;f;w;p;f;a;c;r;4.84;6.0;s;t;y;u;w;f;f;k;d;a
e;4.27;x;h;n;f;a;c;n;6.51;6.62;e;s;w;u;w;f;f;k;d;a
e;9.66;p;s;n;t;e;c;n;10.17;17.8;s;g;w;p;w;t;r;b;m;a
e;11.05;x;h;n;t;p;d;y;8.16;21.15;c;h;n;u;y;f;f;w;d;a
e;18.01;p;d;o;f;p;c;n;17.14;36.51;s;y;w;u;p;f;f;o;d;a
p;5.53;x;i;k;f;e;c;k;6.58;6.36;b;g;y;u;y;f;f;k;m;u
e;6.97;x;h;y;t;x;c;y;7.35;15.82;b;d;w;u;w;f;f;w;d;u
e;9.74;s;w;w;t;d;c;p;5.09;22.51;b;d;w;p;e;f;f;r;d;u
p;8.23;x;s;n;f;x;c;w;11.2;12.77;r;i;w;p;y;f;f;g;d;a
p;3.65;b;s;y;f;d;c;r;8.86;8.12;b;y;y;u;w;t;z;r;d;w
p;10.61;o;h;n;f;f;f;f;3.58;23.85;s;g;n;p;w;f;f;g;d;u
p;2.85;b;y;n;f;x;c;u;5.12;4.39;s;s;w;u;w;f;f;y;d;a
e;10.08;s;d;n;f;e;c;w;4.86;23.03;s;i;n;u;e;f;f;w;d;u
e;4.73;x;s;w;f;a;c;r;5.54;7.06;u;d;w;f;f;f;f;e;l;a
p;2.5;o;h;g;f;f;f;f;2.75;12.9;s;g;n;p;y;f;f;b;d;u
p;6.91;x;t;e;f;x;d;w;6.03;16.36;b;h;w;u;e;f;f;w;d;a
p;2.06;b;g;w;f;a;c;n;6.12;2.64;s;i;n;u;w;f;f;k;m;s
p;5.92;x;e;e;f;a;c;y;8.91;10.82;b;g;n;p;w;t;z;w;d;a
e;0.99;x;g;e;t;a;c;w;6.24;1.06;u;s;n;p;o;f;f;u;d;u
p;5.2;f;s;y;f;s;d;y;5.75;13.5;z;i;y;f;f;f;f;e;d;a
p;1.96;b;g;n;f;a;c;g;4.83;1.96;s;s;g;u;w;f;f;k;d;a
e;5.54;x;d;y;t;p;c;y;7.19;13.98;u;y;y;f;f;f;f;e;d;a
e;6.89;f;t;n;f;s;c;n;8.74;11.42;s;i;o;p;l;f;f;o;d;a
e;1.59;c;g;n;f;a;c;g;5.0;1.53;e;s;g;p;l;f;f;w;l;a
e;2.43;b;g;w;f;x;d;w;4.15;2.5;c;d;y;f;f;f;f;p;g;u
p;1.9;c;h;y;f;x;c;n;7.68;2.81;u;s;y;f;f;f;f;n;g;a
e;7.92;f;s;n;f;s;c;w;6.63;12.18;b;i;n;u;l;f;f;e;d;a
e;4.65;x;h;l;f;d;c;r;6.36;7.5;b;l;r;p;p;f;f;p;l;a
e;10.97;s;s;n;f;e;c;w;4.69;22.3;b;d;n;u;w;f;f;w;d;u
p;5.88;x;w;p;f;s;c;p;3.52;8.83;b;d;p;p;y;f;f;b;d;w
p;1.71;x;g;n;f;d;d;n;2.19;2.46;b;s;n;u;f;f;f;g;d;a
e;10.97;s;t;w;t;d;c;y;4.88;24.34;b;d;w;u;e;f;f;e;d;a
e;4.09;x;s;n;f;p;c;n;5.09;11.41;c;y;n;u;f;f;f;w;d;u
p;5.18;b;h;n;f;x;c;n;11.7;6.34;s;i;w;p;w;t;l;k;g;w
p;4.98;x;s;y;f;a;c;y;6.28;8.3;c;g;o;f;f;f;f;u;g;a
p;3.32;f;t;p;f;a;c;r;5.32;6.39;s;t;r;u;n;f;f;k;m;u
p;5.33;c;i;y;f;x;c;n;6.11;6.64;u;i;w;p;w;f;f;n;d;a
e;3.63;s;l;n;f;f;f;f;5.44;37.39;s;k;n;p;l;f;f;g;l;u
p;6.11;c;i;y;f;d;c;n;7.05;9.84;b;g;w;p;e;f;f;p;d;a
p;4.73;b;t;n;f;a;c;k;9.91;6.0;b;t;w;p;l;t;r;k;g;a
p;6.72;c;e;w;t;x;c;p;6.65;12.8;b;l;w;p;e;f;f;p;d;a
e;6.75;f;s;w;f;e;c;n;4.72;12.38;b;d;w;p;w;t;e;o;g;u
e;15.25;f;t;w;f;a;d;k;6.54;23.12;b;s;w;u;e;f;f;w;d;a
e;10.84;f;y;n;f;d;c;w;8.06;25.02;b;s;n;p;w;t;e;w;d;w
e;16.09;x;e;g;f;d;c;w;8.94;26.51;s;d;w;u;w;f;f;y;d;w
p;6.73;s;s;n;t;d;c;w;5.99;6.13;b;y;n;p;u;f;f;n;d;a
e;9.3;s;d;u;f;s;c;b;7.86;21.65;b;g;b;p;r;f;f;p;l;a
e;4.99;x;h;y;t;x;c;y;6.77;11.24;b;h;w;p;w;f;f;b;d;a
p;11.25;s;t;p;t;d;c;p;8.45;16.59;b;h;p;u;e;t;f;u;d;a
e;5.15;x;h;w;f;x;c;g;6.92;4.07;b;y;w;p;w;f;f;g;d;a
p;8.15;x;w;e;f;x;c;w;15.11;9.03;r;g;n;p;l;f;f;g;d;a
p;0.57;x;g;y;f;a;c;y;3.58;0.65;b;g;w;f;f;f;f;n;d;a
p;0.66;x;g;p;f;a;c;n;3.82;1.04;s;h;k;p;w;f;f;w;d;a
e;7.59;x;d;n;f;x;c;w;7.09;16.64;s;s;w;f;f;f;f;w;d;u
p;6.06;b;k;n;f;d;c;n;5.24;6.43;b;i;n;p;e;t;z;y;d;a
e;11.23;x;h;n;t;p;d;y;8.06;22.01;c;h;n;u;y;f;f;w;d;u
p;2.87;f;s;o;f;d;c;y;3.11;6.06;c;l;y;f;f;f;f;u;m;a
p;7.51;x;h;r;f;d;c;w;10.74;12.53;b;i;w;u;w;t;p;w;d;u
e;9.29;f;d;w;f;s;c;w;8.09;31.93;s;g;w;f;f;f;f;e;d;s
p;4.35;o;s;y;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;a
e;3.48;b;y;n;f;x;c;k;6.66;3.33;e;s;w;u;b;f;f;k;d;u
p;8.91;x;l;g;t;x;c;n;8.77;20.61;s;s;g;p;u;f;f;n;d;a
p;11.73;x;t;n;t;d;c;n;4.11;22.88;s;h;g;u;u;f;f;l;d;u
e;8.48;x;y;n;f;e;c;n;5.31;13.96;e;g;w;p;w;t;r;n;w;a
e;5.66;x;l;w;f;a;c;r;6.06;7.12;c;k;l;f;f;f;f;w;d;a
p;2.79;x;d;w;f;a;d;w;3.6;2.51;e;h;w;f;f;f;f;p;g;a
p;3.02;o;s;r;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;w
p;9.43;f;y;u;f;s;c;y;7.97;17.16;b;y;y;u;u;f;f;w;d;a
p;5.73;f;d;n;f;d;c;y;5.89;6.49;b;i;n;u;w;t;l;e;d;a
e;6.32;p;l;n;f;f;f;f;5.7;18.8;u;g;n;p;w;f;f;n;d;s
p;0.82;x;g;o;f;a;c;y;3.83;0.72;c;s;w;p;w;f;f;p;d;a
e;2.32;b;y;n;f;d;c;k;6.35;2.97;s;s;w;u;w;f;f;k;d;u
p;3.52;b;s;y;f;d;c;k;7.32;7.18;b;y;y;u;w;t;z;r;d;s
e;2.3;f;y;n;f;a;d;p;4.31;2.85;c;i;n;f;f;f;f;p;l;a
p;5.25;f;y;n;f;d;c;y;5.66;10.29;b;d;n;u;e;f;f;e;l;a
p;1.49;x;l;n;f;a;c;n;5.23;2.63;s;s;n;u;w;f;f;k;g;u
e;10.73;s;s;g;f;s;c;u;7.76;21.38;b;g;b;p;r;f;f;r;l;a
p;7.9;f;y;u;f;s;c;y;6.49;16.92;u;y;y;f;f;f;f;w;d;a
p;2.94;x;t;n;f;s;c;p;5.2;6.83;b;g;w;u;n;t;z;r;d;a
p;3.29;o;h;k;f;f;f;f;4.34;18.71;s;g;g;p;l;f;f;g;d;a
p;11.12;f;l;n;f;e;c;w;11.23;16.45;b;g;w;u;w;t;e;w;d;u
p;4.32;x;t;y;f;a;c;y;5.96;7.12;c;g;o;p;l;f;f;y;g;u
e;6.32;f;s;u;f;a;c;w;4.39;14.98;b;g;w;u;e;f;f;e;d;a
e;1.67;f;w;g;f;x;d;k;5.33;2.55;s;y;w;u;e;f;f;k;g;a
p;3.89;x;i;e;f;x;c;e;4.67;4.91;e;g;e;p;y;f;f;n;d;a
p;4.18;f;d;u;f;a;c;w;5.32;8.43;b;g;w;u;e;f;f;e;d;u
p;15.78;x;k;n;t;p;c;y;9.41;31.76;c;d;y;p;y;f;f;p;d;a
p;1.9;c;t;y;f;x;c;y;7.73;3.26;s;k;y;u;f;f;f;r;g;u
p;20.61;s;d;n;f;d;c;y;7.18;47.12;u;k;k;f;f;f;f;p;d;u
e;12.09;f;e;b;f;x;c;b;5.11;20.84;u;s;w;p;f;t;f;u;d;a
p;6.92;f;w;n;f;x;c;w;14.08;7.79;r;g;n;f;f;f;f;e;d;u
e;3.17;x;k;n;f;p;c;n;4.28;9.87;s;d;n;u;f;f;f;n;d;a
p;3.08;b;h;n;f;x;c;k;8.03;6.25;s;s;w;p;w;t;s;k;g;w
e;5.51;c;t;n;f;e;c;w;12.82;11.43;b;s;n;u;w;f;f;e;d;u
p;8.57;s;t;p;t;d;c;p;6.93;14.78;b;l;p;u;e;t;f;u;d;u
e;11.92;f;e;b;f;x;c;b;5.93;23.39;b;s;w;u;e;t;f;u;d;a
e;11.36;f;y;w;f;e;c;p;11.08;11.0;b;s;w;u;w;t;e;u;d;w
p;8.6;f;y;y;f;s;c;y;7.92;17.55;s;y;e;u;y;f;f;e;d;a
p;1.06;x;g;w;f;a;d;w;3.03;1.68;u;y;n;f;f;f;f;u;l;a
p;10.33;s;t;p;t;d;c;p;8.49;15.93;b;h;p;u;e;t;f;u;d;a
e;1.95;s;y;n;f;a;d;p;6.44;2.35;c;i;n;f;f;f;f;p;h;a
p;1.67;x;k;n;f;x;c;n;5.42;1.86;b;d;n;u;f;f;f;p;d;w
p;3.6;b;t;l;f;s;c;u;5.53;7.52;s;y;l;p;o;t;e;k;d;a
e;5.27;o;l;n;f;f;f;f;7.67;58.26;s;g;n;p;y;f;f;g;l;a
p;4.23;c;e;w;t;x;c;p;3.15;10.89;z;d;w;p;u;f;f;g;d;s
p;1.41;o;k;n;f;x;c;n;3.37;1.62;e;d;n;u;f;f;f;b;d;s
p;6.18;x;y;w;t;d;c;w;8.44;15.4;s;s;w;p;w;t;l;e;g;u
p;22.79;f;k;w;t;d;d;w;8.23;34.26;c;k;w;u;w;f;f;e;d;w
e;8.94;x;h;y;f;p;c;y;7.06;14.9;e;y;y;p;y;t;r;w;d;a
p;4.62;s;h;u;f;a;c;w;4.85;8.04;b;s;w;u;e;f;f;y;d;a
e;16.08;x;t;n;f;p;c;y;18.61;77.99;b;y;n;p;e;f;f;r;d;u
e;10.16;x;y;n;t;e;c;p;9.1;18.22;s;y;w;u;w;t;p;u;d;a
p;9.9;x;h;r;f;d;c;w;11.19;14.81;b;g;w;u;w;t;r;w;d;u
p;14.42;x;t;k;t;d;c;n;4.85;25.02;b;l;n;u;r;f;f;e;l;u
e;13.28;f;l;w;f;d;c;y;2.54;16.1;u;y;w;f;f;f;f;w;d;w
e;19.67;p;d;o;f;p;c;n;16.71;35.65;s;y;w;u;p;f;f;o;d;a
p;4.45;s;k;y;f;p;d;n;3.68;6.29;s;k;n;p;r;t;f;o;d;u
e;14.14;x;e;n;t;e;c;w;9.51;17.12;b;g;w;p;y;t;l;u;g;a
p;2.98;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;w
p;7.41;x;y;w;t;d;c;n;8.38;14.37;s;y;w;p;u;t;l;l;d;u
e;1.69;x;t;y;f;a;c;w;6.94;1.99;c;t;y;f;f;f;f;e;g;u
p;5.14;b;s;e;f;e;c;k;6.38;7.28;e;s;y;f;f;f;f;w;g;a
p;9.6;f;h;r;f;d;c;w;10.99;15.65;b;g;w;u;w;t;r;w;d;u
e;6.89;f;y;n;f;e;c;n;4.07;11.95;c;k;w;p;w;t;l;n;w;u
p;17.76;f;k;w;t;d;d;n;4.99;29.79;c;l;w;u;w;f;f;y;d;u
p;1.53;x;l;n;f;a;c;n;5.05;2.27;s;s;n;u;w;f;f;k;g;u
p;7.53;x;y;w;t;e;c;w;7.95;15.09;s;s;w;p;w;t;l;e;g;u
p;1.55;o;k;n;f;x;c;n;4.9;1.64;b;d;n;u;f;f;f;p;d;u
p;2.27;b;g;w;f;x;c;n;5.99;3.06;c;s;n;p;w;f;f;n;m;u
p;4.76;s;d;y;f;d;c;o;3.0;6.05;c;g;y;p;l;f;f;p;d;a
p;7.77;x;s;r;t;s;d;r;6.9;16.65;r;y;w;u;w;f;f;w;d;u
p;4.55;c;i;y;f;x;c;n;6.01;6.84;u;i;w;p;w;f;f;n;d;a
e;8.32;x;y;n;f;e;c;w;6.47;10.79;c;y;n;f;f;f;f;e;d;u
p;3.28;b;g;n;f;a;c;n;9.24;2.74;s;g;n;u;w;f;f;k;g;a
p;8.83;o;d;e;f;f;f;f;2.53;24.04;s;g;n;p;w;f;f;b;d;s
p;3.04;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;s
p;14.8;f;k;w;t;d;d;n;7.95;31.82;c;l;w;u;e;f;f;y;d;a
p;7.36;s;k;r;t;d;c;o;4.97;11.75;b;h;w;p;e;t;f;w;d;u
p;14.7;x;k;n;t;p;c;e;9.26;28.54;c;d;y;p;w;f;f;r;d;u
e;7.04;f;d;y;f;a;c;w;5.69;12.39;c;s;w;f;f;f;f;w;d;a
p;3.79;o;d;w;f;f;f;f;5.43;31.53;c;g;w;p;y;t;f;b;p;u
e;10.78;x;i;n;t;e;c;p;9.5;17.27;b;y;w;u;w;t;p;g;d;a
p;8.48;b;t;w;f;e;c;w;13.72;14.6;b;y;w;u;w;t;e;u;d;u
e;6.26;f;h;k;f;s;d;g;5.09;10.16;c;s;g;f;f;f;f;e;d;u
p;1.55;p;t;n;f;a;c;n;6.75;2.43;s;t;y;p;w;t;e;k;m;a
e;8.6;f;y;y;f;d;c;w;7.88;24.41;b;d;n;u;w;t;e;e;d;w
e;10.32;x;t;n;t;p;d;y;9.03;22.87;e;s;n;u;y;f;f;w;d;u
e;41.91;o;y;y;f;p;c;y;4.37;31.12;s;k;n;f;f;f;f;w;d;u
p;12.14;f;t;n;t;d;c;n;6.46;16.28;b;h;n;u;u;f;f;y;d;u
p;8.36;x;k;g;t;x;c;n;9.16;20.2;s;s;u;p;u;f;f;n;d;a
p;1.97;p;t;n;f;a;c;g;7.0;2.51;s;t;y;p;w;t;e;k;m;s
e;4.38;x;t;n;f;p;c;n;5.25;8.98;s;s;n;u;b;f;f;l;d;u
p;8.19;x;s;w;f;x;c;w;9.7;12.21;r;i;w;p;y;f;f;r;d;a
p;9.23;f;t;n;f;x;c;y;6.64;16.59;b;s;y;u;y;f;f;w;d;a
p;2.52;x;g;n;f;a;c;p;6.47;2.41;s;y;n;u;y;f;f;y;d;u
e;1.22;x;d;u;f;x;d;u;5.16;4.35;e;d;w;f;f;f;f;e;d;u
p;9.58;f;y;y;f;s;c;y;6.7;15.69;c;y;u;f;f;f;f;e;d;a
e;3.61;x;d;o;f;a;c;o;4.85;7.0;c;l;o;f;f;f;f;w;g;u
e;1.69;c;g;n;f;a;c;w;5.23;1.7;u;s;g;f;f;f;f;g;d;a
p;5.32;f;k;n;f;a;c;n;5.4;6.45;u;i;n;p;k;t;y;k;d;u
p;6.11;x;d;n;t;d;c;w;7.57;8.58;s;y;e;p;w;f;f;n;d;a
e;9.28;f;s;w;t;e;c;g;7.19;17.07;s;s;w;p;w;t;r;y;m;u
e;6.98;f;h;o;f;s;c;n;9.07;12.39;e;t;o;p;y;f;f;e;d;a
p;4.68;x;t;p;f;x;c;w;3.36;13.17;b;h;y;u;w;f;f;w;d;a
e;18.23;p;y;n;f;x;c;w;27.08;22.64;s;s;n;p;w;t;m;n;m;u
e;9.07;x;h;n;f;x;c;w;7.49;18.18;b;s;w;u;w;f;f;e;d;u
e;8.25;x;d;n;t;p;d;y;7.16;14.02;e;g;e;p;l;f;f;u;d;u
e;5.69;x;d;y;f;a;c;o;3.93;10.64;b;g;w;u;e;f;f;w;d;u
e;11.81;f;h;g;f;d;c;y;2.59;15.05;e;s;w;f;f;f;f;w;d;w
p;6.66;p;y;g;f;d;c;w;11.72;12.65;s;s;w;p;e;t;z;w;d;u
p;15.34;x;k;w;t;d;d;n;5.75;28.13;c;h;w;u;w;f;f;y;d;w
p;3.05;s;w;n;t;d;c;n;2.96;5.53;b;h;n;u;l;f;f;e;d;a
p;0.91;x;g;w;f;a;d;w;2.91;1.35;e;s;n;p;o;f;f;u;d;u
p;2.96;s;w;n;t;d;c;n;3.54;5.09;b;h;n;p;y;f;f;p;d;a
p;9.59;f;y;e;f;s;c;y;8.21;22.42;c;y;e;u;y;f;f;w;d;a
p;15.18;x;e;n;t;p;c;o;9.65;30.96;c;d;y;p;w;f;f;r;d;u
e;9.74;f;s;y;f;x;c;n;6.81;20.49;s;d;w;f;f;f;f;p;d;u
e;3.88;f;t;n;f;d;c;o;5.66;7.67;b;t;o;p;w;f;f;u;d;w
p;12.56;x;k;n;t;p;d;o;8.56;27.19;c;d;y;p;y;f;f;p;d;u
p;5.97;b;i;o;f;e;c;k;8.73;8.55;b;s;y;f;f;f;f;w;g;u
p;5.33;s;d;y;f;d;c;y;3.31;6.44;b;g;o;p;e;f;f;g;d;u
p;2.37;x;g;e;f;a;c;w;5.63;2.26;u;g;n;p;l;f;f;p;d;u
p;17.6;s;d;n;f;d;c;y;5.77;34.82;b;k;k;p;e;f;f;g;d;u
p;4.82;s;k;n;f;p;c;n;2.77;3.89;s;k;n;p;r;t;f;k;d;u
p;2.44;b;g;g;f;a;c;g;5.59;2.25;s;s;g;u;w;f;f;k;d;a
p;3.6;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;w
e;8.99;f;e;b;f;x;c;b;5.06;20.29;b;s;w;u;e;t;f;u;d;a
e;8.67;s;h;g;f;s;c;g;6.3;16.78;b;s;u;p;e;f;f;p;g;w
p;10.53;x;t;n;t;d;c;b;5.09;24.1;b;l;r;p;r;f;f;r;l;u
p;0.99;b;t;n;f;d;c;k;2.91;2.51;b;g;n;p;e;t;f;k;g;a
p;3.29;b;w;u;f;a;c;g;5.54;5.41;s;s;u;u;w;f;f;k;l;a
p;2.03;p;t;n;f;a;c;n;6.56;2.77;s;t;y;p;w;t;e;k;m;a
